qid	query	pid	document	score	new_rank
1058853	who wrote the book the elements	8156166	Dear Sirs, I wrote to Viato customer service with no avail!!! Therefore, I wrote to TripAdvisor CEO...and received NO ANSWER: Dear Mr. Steve Kaufer, CEO TripAdvisor skaufer@tripadvisor.com Dear Mr. Kaufer, RE: VIATOR Booking BR-#BR-597749418 Day Tour of Philippi, Amphipolis, and Kavala 1. More...	-11.107504844665527	1007
1058853	who wrote the book the elements	1833684	Call your bank and tell them you want to stop payment on a check. Stopping payment is the same as canceling a check. They will ask you for your account number, check number, the date you wrote the check, who you wrote the check to and the amount to the check.They may even want to know the reason you are canceling the check. Go to your bank. Sometimes banks want to see you in person before they will cancel a check.topping payment is the same as canceling a check. They will ask you for your account number, check number, the date you wrote the check, who you wrote the check to and the amount to the check. They may even want to know the reason you are canceling the check. Go to your bank.	-11.107828140258787	1008
1058853	who wrote the book the elements	6911096	Bounce Back To Disney World with a Great Offer. Some travel destinations offer guests the opportunity to book a future trip at a great price while they are still enjoying their current vacation. I recently wrote about Sandals Resorts and special rates offered to visitors who book a future getaway prior to returning home. Walt Disney World also offers onsite resort guests a âbounce back offerâ, a discounted vacation offer to return to Disney World at a price not typically offered to the general public.	-11.237014770507812	1009
1059077	composite object definition	8491229	Composite is also a noun., n-count usu sing, oft N of n Spain is a composite of diverse traditions and people. composite (composites plural) A composite object or item is made up of several different things, parts, or substances. adj usu ADJ n.	8.160161972045898	1
1059077	composite object definition	7170192	In programming languages, composite objects are usually expressed by means of references from one object to another; depending on the language, such references may be known as attributes, fields, members or properties, and the resulting composition as composite type, storage record, structure, tuple, or a user-defined type (UDT).	7.871732234954834	2
1059077	composite object definition	7491463	Define composite: made up of distinct parts or elements : such as â composite in a sentence made up of distinct parts or elements : such asâ¦ See the full definition	6.913821697235107	3
1059077	composite object definition	7491467	Definition of composite. 1  1 : something composite : compound a composite of two images. 2  2 : a composite (see 1composite 1b) plant daisys, dandelions, and other composites. 3  3 : composite function.	6.883184909820557	4
1059077	composite object definition	1140213	Definition. A composite is when two or more different materials are combined together to create a superior and unique material. This is an extremely broad definition that holds true for all composites, however, more recently the term composite describes reinforced plastics. Background on Composites.	6.74833345413208	5
1059077	composite object definition	5391938	Definition. A composite is when two or more different materials are combined together to create a superior and unique material. This is an extremely broad definition that holds true for all composites, however, more recently the term composite describes reinforced plastics.Background on Composites.xamples of Composites. The most common example of a composite in a broad sense is concrete. In this use, structural steel rebar provides the strength and stiffness to the concrete, while the cured cement holds the rebar stationary.	6.391495704650879	6
1059077	composite object definition	2466371	A composite is when two or more different materials are combined together to create a superior and unique material. This is an extremely broad definition that holds true for all composites, however, more recently the term composite describes reinforced plastics.	6.10324764251709	7
1059077	composite object definition	7783697	A composite figure is a 2-D figure that is attached (combined) to other 2-D figures. These combined figures will yield unique measurements. For example: This would be considered a composite figure, because it contains more than one shape. In this figure, a rectangle and a square are both present. Perimeter - The distance around the outside of an object.	6.0926432609558105	8
1059077	composite object definition	8650734	Values returning from the body of an spmd statement are converted to Composite objects on the MATLAB client. A Composite object contains references to the values stored on the remote MATLAB workers, and those values can be retrieved using cell-array indexing.	5.912775039672852	9
1059077	composite object definition	5701659	A composite number is a positive integer that has at least one positive divisor other than one or the number itself. In other words, a composite number is any integer greater than one that is not a prime number.So, if n a, b n such that n = a Ã b, then n is composite.By definition, every integer greater than one is either a prime number or a composite number.The number one is a unit; it is neither prime nor composite. For example, the integer 14 is a composite number because it can be factored as 2 Ã 7.Likewise, the integers 2 and 3 are not composite numbers because each of them can only be divided by one and itself. The composite numbers up to 150 are.o, if n a, b n such that n = a Ã b, then n is composite. By definition, every integer greater than one is either a prime number or a composite number.	5.11806058883667	10
1059077	composite object definition	5850570	Definition. Factoring is a process by which a the factors of a composite number or a composite expression are determined, and the number or expression is written as a product of these factors. For example, the number 15 can be factored into: 1 * 15, 3 * 5, -1 * -15, or -3 * -5.efinition. Factoring is a process by which a the factors of a composite number or a composite expression are determined, and the number or expression is written as a product of these factors. For example, the number 15 can be factored into: 1 * 15, 3 * 5, -1 * -15, or -3 * -5.	-1.669698715209961	1000
1059077	composite object definition	1214552	Definition of:Business Objects (1) A broad category of business processes that are modeled as objects. A business object can be as large as an entire order processing system or a small process within an information system. See object-oriented programming.	-2.133740186691284	1001
1059077	composite object definition	4754457	corticospinal tract. Definitions: 1. a composite bundle of corticospinal fibers [TA] that descend into and through the medulla to form the lateral corticospinal tract [TA] and the anterior corticospinal tract [TA].efinitions: 1. a composite bundle of corticospinal fibers [TA] that descend into and through the medulla to form the lateral corticospinal tract [TA] and the anterior corticospinal tract [TA].	-2.650131702423096	1002
1059077	composite object definition	6278880	  RTRP stands for Reinforced Thermosetting Resin Pipe and FRP stands for Fiberglass Reinfoced Plastic Pipe. FRP is a composite material consisting of a thermosetting polym â¦ er, often a type of polyester, reinforced with glass or other fibers. Glass fibers provide strength and stiffness to a composite material. The words pectus excavatum are Latin for hollowed chest, and in fact, this deformity is characterized by 2  â¦. Architecture Definitions: Cupola The strict cupola definition refers to a small structure on top of a building, usually in the shape of a dome. 3  Its purpose is generally to let in air and/or light, and it alsâ¦.	-3.444129705429077	1003
1059077	composite object definition	6598755	Hi everybody, I am trying now to build a planning scenario using the HANA specific Composite Provider and I'm experiencing the following issue: when I try to add an aggregation level as part provider for a composite provider, the HANA Studio issues the following message: 'The object is not supported'.	-3.674669742584229	1004
1059077	composite object definition	7573783	Weather Objectives:-Define weather.-Describe the composition and temperature structure of the atmosphere. Composition of Air Click here for a good introduction worksheet reviewing the main concepts on the composition of the air on our planet.	-11.323795318603516	1005
1059077	composite object definition	1409633	1) The largest portion of atmospheric gases by weight is ________. A) oxygen B) nitrogen C) sulfur D) ozone E) argon Answer: B Diff: 1 Objective: 17.1 Composition, structure, and function of the atmosphere. 2) The relative humidity is the ________.	-11.327284812927246	1006
1059077	composite object definition	8740574	View Full Document. c) jaundice d) androgenic alopecia e) erythema Answer: c Difficulty: Hard Study Objective 1: SO 5.1 Describe the composition of the epidermis and dermis. Study Objective 2: SO 5.1.3 Explain the basis for different skin colors.	-11.327607154846191	1007
1059077	composite object definition	5683827	17.4 Multiple-Choice Questions. 1) The largest portion of atmospheric gases by weight is ________. A) oxygen B) nitrogen C) sulfur D) ozone E) argon Answer: B Diff: 1 Objective: 17.1 Composition, structure, and function of the atmosphere. 2) The relative humidity is the ________.	-11.329005241394045	1008
1059077	composite object definition	1409630	A) Coriolis cells B) Hadley cells C) high-pressure cells D) El NiÃ±o events E) the troposphere Answer: B Diff: 1 Objective: 17.1 Composition, structure, and function of the atmosphere 6) Natural sources of air pollution come from ________.	-11.330294609069824	1009
1059496	what is blue ice in a lake	3511138	Science of Why Glacier Ice and Lake Ice Appears Blue. The blue ice of Grey Glacier at Torres del Paine National Park in Chile is blue because there aren't bubbles in it to scatter light. by Anne Marie Helmenstine, Ph.D. Glacier ice and frozen lakes appear blue, yet icicles and ice from your freezer appear clear. Why is ice blue? The quick answer is that it's because water absorbs other colors of the spectrum, so the one that's reflected back to your eyes is blue. To understand why, you need to understand how light interacts with water and ice. Why Water and Ice Are Blue In both its liquid and solid form, water (H 2 O) molecules absorb red and yellow light, so the reflected light is blue. The oxygen-hydrogen bond (O-H bond) stretch in response to incoming energy from light, absorbing energy in the red part of the spectrum.	7.550631999969482	1
1059496	what is blue ice in a lake	8810750	Walter White's discards, commented one Facebook user, comparing the turquoise ice to the blue meth Walter White cooks up in Breaking Bad. Unlike Walter White's creations, the blue ice on Lake Michigan has much less illicit origins. The bizarre coloring has to do with the ice's density. Ice only appears blue when it is sufficiently consolidated that bubbles do not interfere with the passage of light, explains this Carleton University guide to glaciers.	6.12803840637207	2
1059496	what is blue ice in a lake	7111708	Walter White's discards, commented one Facebook user, comparing the turquoise ice to the blue meth Walter White cooks up in Breaking Bad.. Unlike Walter White's creations, the blue ice on Lake Michigan has much less illicit origins. The bizarre coloring has to do with the ice's density. Ice only appears blue when it is sufficiently consolidated that bubbles do not interfere with the passage of light, explains this Carleton University guide to glaciers.	6.012279510498047	3
1059496	what is blue ice in a lake	7169479	For one thing, we didn't know if (blue ice) was a normal thing or not. Stunning images of Great Lakes blue ice have cropped up in past winters, adorning ice caves near Lake Superior and tinting snow piles along the shore of Sleeping Bear Dunes.	5.910157680511475	4
1059496	what is blue ice in a lake	7242860	Blue iceberg. A blue iceberg is visible after the ice from above the water melts, causing the smooth portion of ice from below the water to overturn. The rare blue ice is formed from the compression of pure snow, which then develops into glacial ice. Icebergs may also appear blue due to light refraction and age. Older icebergs reveal vivid hues of green and blue, resulting from a high concentration of color, microorganisms, and compacted ice. One of the better known blue icebergs rests in the waters off Sermi	5.6682233810424805	5
1059496	what is blue ice in a lake	985867	Blue ice (glacial) Blue ice occurs when snow falls on a glacier, is compressed, and becomes part of the glacier. Air bubbles are squeezed out and ice crystals enlarge, making the ice appear blue. Small amounts of regular ice appear to be white because of air bubbles inside them and also because small quantities of water appear to be colourless. In glaciers, the pressure causes the air bubbles to be squeezed out, increasing the density of the created ice.	5.408773422241211	6
1059496	what is blue ice in a lake	8215884	Just as with snow, the farther the light travels into the ice, the more red is absorbed and the bluer the ice gets. Blue ice means thick, safe and strong ice â a good thing to know when crossing a frozen sea. So, why were last weekend's snowbanks so brilliantly blue? This was a heavy, wet, dense snow with as much as five times the weight of dry snow. Wet snow will, because there is more of it in a given area, absorb a lot more red light than dry snow.	5.01099967956543	7
1059496	what is blue ice in a lake	6400054	Waterâs intrinsically blue color is easy to see when the water is sufficiently deep, such as in the Caribbean and Mediterranean Seas, and in Colorado mountain lakes. Pure water and ice have a pale blue color, which is most noticeable at tropical white-sand beaches or in ice caves in glaciers.	4.700550079345703	8
1059496	what is blue ice in a lake	7169477	Therefore, a large piece of compressed ice, or a glacier, would appear blue. The blue color is sometimes wrongly attributed to Rayleigh scattering, which is responsible for the color of the sky. Rather, water ice is blue for the same reason that large quantities of liquid water are blue: it is a result of an overtone of an oxygenâhydrogen (OâH) bond stretch in water, which absorbs light at the red end of the visible spectrum.	4.59688138961792	9
1059496	what is blue ice in a lake	7169481	With the Great Lakes reaching record ice cover, there will be plenty of opportunity to look for blue ice along shoreline as the ice breaks up and piles up with wind shifts this Spring. In a big freeze year like this one, it's not uncommon to see ice slabs piled up that are 3-6 feet thick or more!	4.538274765014648	10
1059496	what is blue ice in a lake	4191276	Because the absorption that gives water its color is in the red end of the visible spectrum, one sees blue, the complementary color of orange, when observing light that has passed through several meters of water. Snow and ice has the same intense blue color, scattered back from deep holes in fresh snow.Blue water is the only known example of a natural color caused by vibrational transitions. In most other cases, color is caused by the interaction of photons of light with electrons.Some of these mechanisms are resonant interactions, such as absorption, emission, and selective reflection.ecause the absorption that gives water its color is in the red end of the visible spectrum, one sees blue, the complementary color of orange, when observing light that has passed through several meters of water. Snow and ice has the same intense blue color, scattered back from deep holes in fresh snow.	0.4196805953979492	1000
1059496	what is blue ice in a lake	50643	Cause: 1  Copper corrosion in the water line supplying the refrigerator causes blue or green ice. 2  Calcium deposits in water cause white flecks in ice cubes especially as it melts. 3  When water freezes and thaws, the minerals in it concentrate and the thaw cycle contributes to this.	-0.219250276684761	1001
1059496	what is blue ice in a lake	6112885	That cool, refreshing glass of water on a hot day may appear colorless, but water is actually a faint blue color. The blue color becomes visible when we look down into, or through, a large volume of water. We see water in a variety of ways. It may be colored by particles, the presence of bacteria, or by reflecting the world above its surface. Ice and snow may reveal a vivid internal blue. Water itself has an intrinsic blue color that is a result of its molecular structure and its behavior.	-0.8018373250961304	1002
1059496	what is blue ice in a lake	635394	Lake color can tell you many things about the water body (e.g., including nutrient load, algal growth, and water quality) and also about the surrounding landscape. There are three main categories of lake color: blue water lakes, green water lakes and brown water lakes. Lake color and clarity can measured using a Secchi disk or underwater light sensors such as a LiCor PAR sensor. The color of lakes provides important information on water quality.	-0.922566294670105	1003
1059496	what is blue ice in a lake	613619	Shelf ice forms from float ice. Float ice is like drift ice, but seldom becomes large enough to support humans or large animals. The cold temperatures freeze small areas of the open lake, forming float ice. Similar ice will form along the shoreline when the lake is calm.	-1.3264644145965576	1004
1059496	what is blue ice in a lake	7956736	Users Also Took. 1  What ice cream flavor are you mo... 2  what flavor ice cream do you like? 3  What type of ice cream are you? 4  what ice cream are you?? 5  What Type Of Ice Cream Are You?? 6  What type of Ice-Cream are You? 7  What type of ice cream are you? 8  What flavour of ice cream are you? 9  What kinds of ice cream do you l... 10  Dwhat is your favorite type of i...	-11.301998138427734	1005
1059496	what is blue ice in a lake	6982702	218 definitions of ICS. Meaning of ICS. What does ICS stand for? ICS abbreviation. Define ICS at AcronymFinder.com	-11.309162139892578	1006
1059496	what is blue ice in a lake	6674242	This tip also works with pink. To learn more, click here. It feels great to know that my days of throwing out icing are finally over! For more color help, check out the following links: How to Make No-Taste Red Icing {Tulip Red}. How to Make Navy Blue Royal Icing. How to Make My Favorite Blue Royal Icing.	-11.310135841369627	1007
1059496	what is blue ice in a lake	461010	We've got 222 definitions for IC Â» What does IC stand for? What does IC mean? This page is about the various possible meanings of the acronym, abbreviation, shorthand or slang term: IC.	-11.310856819152832	1008
1059496	what is blue ice in a lake	7956738	Similar Quizzes. 1  What Dessert Are You? 2  What ice cream topping are you? 3  Dessert quiz? 4  What kinds of ice cream do you l... 5  What kind of ice cream are you? 6  What Ice Cream Are You? 7  Ice Cream Survey. 8  Ice Cream, Cake, or Ice Cream Cake. 9  What are your Favorite Ice Cream... 10  What does your favorite ice crea...	-11.316288948059082	1009
1059698	compare cost of dental implants	5473544	A single-tooth dental implant costs $1,000-3,000. The cost of the abutment and crown adds $500-3,000. So, the cost of a full dental implant is $1,500-6,000 in total. This is the average out-of-pocket price without the help of dental insurance or discount plans. This estimate includes some associated costs (like the initial consultation), but your total costs may be even higher if circumstance dictate.	8.585111618041992	1
1059698	compare cost of dental implants	1396951	Now let's take a look at dental implant cost. Without a doubt, the cost of dental implants is an important consideration. And for good reason. While the cost of dental implants differ, prices can range from $1000-$3000 per implant.	8.50013542175293	2
1059698	compare cost of dental implants	486554	The typical cost for Dental Implants ranges from $25 - $23,000 with an average cost of $6,650. Costs vary by surgeon, geographic region, and the complexity of the procedure. Cost estimates are based on 406 reviews submitted on RealSelf. Costs from 406 RealSelf member reviews.	8.489241600036621	3
1059698	compare cost of dental implants	486561	The typical cost for Dental Implants ranges from $25 - $23,000 with an average cost of $6,650. Costs vary by surgeon, geographic region, and the complexity of the procedure. Cost estimates are based on 406 reviews submitted on RealSelf. All Locations.	8.40591049194336	4
1059698	compare cost of dental implants	3573160	A. The cost of dental implants depends on many factors, such as the type of implant procedure, the location where the dental implant procedure is performed, the type of dental insurance you have, and the type of dental implant your dentist places. Single dental implants may range in cost from $1,000 to $5,000. The cost of full-mouth reconstructive dental implants can range from $24,000 to $100,000.	8.35193920135498	5
1059698	compare cost of dental implants	4370974	A RealAge answered. The cost of dental implants varies depending on the dentist or oral surgeon as well as the location in the country. A single implant with a crown can range from $2,000 to $6,000. An implant in Chicago may be $4,000, whereas an implant in Salt Lake City may be $2,500.	8.308557510375977	6
1059698	compare cost of dental implants	6219537	The average cost for a dental implant is between $1,200 and $8,600+ . However, with a discount dental plan, you could save on average 15% - 50% for the same procedure.	8.302007675170898	7
1059698	compare cost of dental implants	2509489	Without a doubt, the cost of dental implants is an important consideration. And for good reason. While the cost of dental implants differ, prices can range from $1000-$3000 per implant.	8.301600456237793	8
1059698	compare cost of dental implants	6336963	Other teeth replacement options may appear to have a lower up front cost, but you will continue to pay that cost over and over, making them expensive compared to dental implants. The cost for a dental implant to replace a single tooth is estimated to be in the range of $3,000 to $4,500, according to The New York Times.	8.242164611816406	9
1059698	compare cost of dental implants	6456098	On average, the price of dental implants highly varies. A single dental implant can cost anywhere from $3000-$4500, with the price typically decreasing per implant when there is two or more. It is important that you specifically ask for an all-inclusive quote when meeting with your dentist so you are not surprised with additional fees for service.	8.214388847351074	10
1059698	compare cost of dental implants	5995707	It's interesting to learn about how the cost for a dental implant varies between different countries. What's even more interesting is that the cost for an implant and a crown are similarly priced, since the implant costs between $1600 to $2000, and a crown costs $1000 to $3000.	7.688316822052002	1000
1059698	compare cost of dental implants	5705184	Cost of a Single Tooth Dental Implant. Typically, the cost of a single tooth implant will range from $1,000 to $3,000. The abutment and crown will require an additional $500 to $3000, placing the cost at approximately $4250. If bone grafts or extraction or other additional procedures are required, the amount could be anywhere from $5,000 to $10,000.	7.665880680084228	1001
1059698	compare cost of dental implants	610355	Typical costs: 1  A single implant typically costs $2,400-$3,000, but can be $4,000-$10,000 or more if additional procedures like extractions, bone grafts, tissue grafts or a sinus lift are needed. CostHelper readers report paying $1,000-$5,000 for an implant with an average cost of $2,488. Placing an abutment and a dental crown on a single implant typically adds $500-$3,000 to the cost of just the implant, for a total of $1,500-$13,000 or more.	7.623744964599609	1002
1059698	compare cost of dental implants	3206748	Single tooth implants cost. Single dental implant cost is generally in the $850-$3500 range â this is the price if everything goes smoothly. However, if additional procedures need to be done, expect to pay up to $10,000. In the United States average price for a single dental implant is around $2,500.	7.53147554397583	1003
1059698	compare cost of dental implants	4050887	The dental implant average cost for the procedure is around 1,500-3,500 dollars. Again it is important to state that many factors can change the cost and with implants that cost can rise quickly.	7.462984085083008	1004
1059698	compare cost of dental implants	7398443	Wellness Dental Center is a modern clinic in Westlake Village with dentists specializing in dental implants as well as general family and cosmetic dentistry. Wellness Dental Center is a modern clinic in Westlake Village with dentists specializing in dental implants as well as general family and cosmetic dentistry.	-9.511351585388184	1005
